date,vw
2014-01-31,-0.043955493730537976
2014-02-28,0.01942391596553331
2014-03-31,0.0028433296644927632
2014-04-30,-0.0063959698381651706
2014-05-30,0.030600669797495768
2014-06-30,0.03166474642836773
2014-07-31,0.021985799423624938
2014-08-29,-0.011747571506200385
2014-09-30,-0.0367479933667073
2014-10-31,0.008170640458407007
2014-11-28,-0.009189226685321423
2014-12-31,-0.013999635844176538
2015-01-30,0.01850837129862104
2015-02-27,0.047864536565269414
2015-03-31,0.008247177050904178
2015-04-30,0.043950542470956554
2015-05-29,-0.0006253808499870608
2015-06-30,-0.024562083042394618
2015-07-31,-0.005584550473069239
2015-08-31,-0.07565823806146096
2015-09-30,-0.05329624751141272
2015-10-30,0.088109304024108
2015-11-30,-0.010767427835909232
2015-12-31,0.009691500483413986
2016-01-29,-0.08047210921579628
2016-02-29,-0.01455653750187549
2016-03-31,0.06871864869233471
2016-04-29,0.03135789173217812
2016-05-31,-0.014250226205807123
2016-06-30,-0.011121179620823513
2016-07-29,0.061014029602331425
2016-08-31,0.0009644422221819597
2016-09-30,0.018131930389305207
2016-10-31,0.0021034392626789918
2016-11-30,-0.018686541830237324
2016-12-30,0.003929926420614216
2017-01-31,0.0432345653846618
2017-02-28,0.020350245846779386
2017-03-31,0.007721373326562993
2017-04-28,0.0069833184642192556
2017-05-31,0.020390547379650285
2017-06-30,0.011988970619564152
2017-07-31,0.028902807371552396
2017-08-31,-0.00022699746250656044
2017-09-29,0.008709086117311407
2017-10-31,0.035585989008485155
2017-11-30,0.02359421373414594
2017-12-29,0.011585578715047007
2018-01-31,0.047392086073060974
2018-02-28,-0.023377879858310514
2018-03-30,-0.026154213792678592
2018-04-30,0.01226684664081672
2018-05-31,-0.008705434861156887
2018-06-29,-0.022138005759694844
2018-07-31,0.01161169241428355
2018-08-31,-0.007338418440852507
2018-09-28,0.01914969095292754
2018-10-31,-0.08297108222845549
2018-11-30,0.014369569011074846
2018-12-31,-0.05019110918976566
2019-01-31,0.061268600693814665
2019-02-28,0.010796085528214889
2019-03-29,0.010223878454090344
2019-04-30,0.014996330252187672
2019-05-31,-0.038676418195511694
2019-06-28,0.043925706515151555
2019-07-31,-0.0025439113761235293
2019-08-30,-0.027732442732587827
2019-09-30,0.029208067485801483
2019-10-31,0.04202268457359781
2019-11-29,0.0006107004190939753
2019-12-31,0.02459557064890633
2020-01-31,-0.017670450072577143
2020-02-28,-0.08258391454667044
2020-03-31,-0.11017256201130869
2020-04-30,0.06626370930230167
2020-05-29,0.03363822673668151
2020-06-30,0.02086746232868168
2020-07-31,-0.008118217671886273
2020-08-31,0.06536265783732925
2020-09-30,-0.01428739642908891
2020-10-30,-0.011671330612259244
2020-11-30,0.1316749891287063
2020-12-31,0.0429858558071659
2021-01-29,-0.0035107268291949285
2021-02-26,0.026799649947108845
2021-03-31,0.01638316633209619
2021-04-30,-0.0013793466845761371
2021-05-31,0.02091497075981252
2021-06-30,-0.008843201825663945
2021-07-30,-0.01828612672479398
2021-08-31,0.022086474408031846
2021-09-30,0.01110734735674752
2021-10-29,-0.011646923391757045
2021-11-30,-0.03724840977263098
2021-12-31,0.029560340116016014
2022-01-31,-0.033305638472983706
2022-02-28,0.0025184940887748282
2022-03-31,0.0160970296685982
2022-04-29,-0.06709766679378326
2022-05-31,0.008584615575316933
2022-06-30,-0.07015178568727859
2022-07-29,0.04130936480961335
2022-08-31,-0.01987180973127024
2022-09-30,-0.09830181456354598
2022-10-31,0.013471203453723999
2022-11-30,0.10739480149701716
2022-12-30,0.002140988893924808
2023-01-31,0.06354942413909609
2023-02-28,-0.044311738424727895
2023-03-31,0.02667147839741372
2023-04-28,0.006876773102234092
2023-05-31,-0.008998010250323554
2023-06-30,0.044841482627612055
2023-07-31,0.036588477513196674
2023-08-31,-0.03065349656209914
2023-09-29,-0.017026858268459476
2023-10-31,-0.049543052313230404
2023-11-30,0.06785985814901037
2023-12-29,0.050419895154191624
2024-01-31,0.02119068241645679
2024-02-29,0.026456127681892955
2024-03-29,0.025101011186975324
2024-04-30,-0.033948947563181966
2024-05-31,0.011758160640923509
2024-06-28,-0.005727161771319279
2024-07-31,0.04790799628140297
2024-08-30,0.013213818892140256
2024-09-30,0.01991660518769876
2024-10-31,-0.042718193029428864
2024-11-29,0.005066883113500615
2024-12-31,-0.009987507663172966
2025-01-31,0.01530647239963268
2025-02-28,-0.008656878043603924
2025-03-31,0.004038126313851207
2025-04-30,0.05242448184217828
2025-05-30,0.038971328118905094
2025-06-30,0.02221627474599765
2025-07-31,0.0004821982867156743
2025-08-29,0.061621868984941604
2025-09-30,0.020282479543228482
2025-10-31,0.027353151590756894
2025-11-28,-0.005746575585549642
2025-12-31,0.007249453559123683
