ISIN,NAME,Country,Region
FI0009013296,NESTE,FI,EUR
FI0009013403,KONE B,FI,EUR
FI0009800643,YIT,FI,EUR
FI4000297767,NORDEA BANK,FI,EUR
FI4000440664,NELES DEAD - DELIST.01/04/22,FI,EUR
FR0000035081,ICADE REIT,FR,EUR
FR0000039109,SECHE ENVIRONNEMENT,FR,EUR
FR0000044448,NEXANS,FR,EUR
FR0000045072,CREDIT AGRICOLE,FR,EUR
FR0000051070,MAUREL ET PROM,FR,EUR
FR0000052292,HERMES INTL.,FR,EUR
FR0000053225,M6-METROPOLE TV,FR,EUR
FR0000054470,UBISOFT ENTERTAINMENT CAT A,FR,EUR
FR0000054900,TF1 (TV.FSE.1),FR,EUR
FR0000064578,COVIVIO,FR,EUR
FR0000073272,SAFRAN,FR,EUR
FR0000077919,JCDECAUX,FR,EUR
FR0000120073,L AIR LQE.SC.ANYME. POUR L ETUDE ET L EPXTN.,FR,EUR
FR0000120172,CARREFOUR,FR,EUR
FR0000120222,CNP ASSURANCES DEAD - DELIST.20/06/22,FR,EUR
FR0000120271,TOTALENERGIES,FR,EUR
FR0000120321,L'OREAL,FR,EUR
FR0000120404,ACCOR,FR,EUR
FR0000120503,BOUYGUES,FR,EUR
FR0000120560,QUADIENT,FR,EUR
FR0000120578,SANOFI,FR,EUR
FR0000120628,AXA,FR,EUR
FR0000120644,DANONE,FR,EUR
FR0000120693,PERNOD-RICARD,FR,EUR
FR0000120859,IMERYS,FR,EUR
FR0000120966,BIC,FR,EUR
FR0000121014,LVMH,FR,EUR
FR0000121121,EURAZEO,FR,EUR
FR0000121204,WENDEL,FR,EUR
FR0000121220,SODEXO,FR,EUR
FR0000121329,THALES,FR,EUR
FR0000121485,KERING,FR,EUR
FR0000121667,ESSILORLUXOTTICA,FR,EUR
FR0000121964,KLEPIERRE REIT,FR,EUR
FR0000121972,SCHNEIDER ELECTRIC,FR,EUR
FR0000124141,VEOLIA ENVIRON,FR,EUR
FR0000125007,SAINT GOBAIN,FR,EUR
FR0000125338,CAPGEMINI,FR,EUR
FR0000125486,VINCI,FR,EUR
FR0000127771,VIVENDI,FR,EUR
FR0000130213,LAGARDERE GROUPE,FR,EUR
FR0000130395,REMY COINTREAU,FR,EUR
FR0000130403,CHRISTIAN DIOR,FR,EUR
FR0000130452,EIFFAGE,FR,EUR
FR0000130577,PUBLICIS GROUPE,FR,EUR
FR0000130809,SOCIETE GENERALE,FR,EUR
FR0000131104,BNP PARIBAS,FR,EUR
FR0000131757,ERAMET,FR,EUR
FR0000131906,RENAULT,FR,EUR
FR0000133308,ORANGE,FR,EUR
FR0010040865,GECINA,FR,EUR
FR0010220475,ALSTOM,FR,EUR
FR0010221234,EUTELSAT COMMUNICATIONS,FR,EUR
FR0010242511,EDF DEAD - DELIST.08/06/23,FR,EUR
FR0010307819,LEGRAND,FR,EUR
FR0010313833,ARKEMA,FR,EUR
FR0010340141,ADP,FR,EUR
FR0010411983,SCOR SE,FR,EUR
FR0010533075,GETLINK,FR,EUR
FR0013176526,VALEO,FR,EUR
FR0013280286,BIOMERIEUX,FR,EUR
FR0013326246,UNIBAIL RODAMCO WE STAPLED UNITS,FR,EUR
FR0013505062,VANTIVA,FR,EUR
FR0013506730,VALLOUREC,FR,EUR
FR0014000MR3,EUROFINS SCIEN.,LU,Other
FR0014003TT8,DASSAULT SYSTEMES,FR,EUR
FR001400AJ45,MICHELIN,FR,EUR
GB0000163088,SPEEDY HIRE,GB,EUR
GB0000365774,AEP PLANTATIONS,GB,EUR
GB0000456144,ANTOFAGASTA,GB,EUR
GB0000536739,ASHTEAD GROUP,GB,EUR
GB0000600931,BRAEMAR,GB,EUR
GB0000811801,BARRATT REDROW,GB,EUR
GB0000904986,BELLWAY,GB,EUR
GB0000961622,BALFOUR BEATTY,GB,EUR
GB0001048619,TED BAKER DEAD - DELIST.24/10/22,GB,EUR
GB0001110096,BOOT (HENRY),GB,EUR
GB0001367019,BRITISH LAND,GB,EUR
GB0001500809,TULLOW OIL,GB,EUR
GB0001570810,XAAR,GB,EUR
GB0001638955,WETHERSPOON (JD),GB,EUR
GB0001667087,CAMELLIA,GB,EUR
GB0001765816,BREWIN DOLPHIN DEAD - DELIST.28/09/22,GB,EUR
GB0001795680,CASTINGS,GB,EUR
GB0001826634,DIPLOMA,GB,EUR
GB0001859296,VISTRY GROUP,GB,EUR
GB0002015021,TCLARKE DEAD - DELIST.26/06/24,GB,EUR
GB0002018363,CLARKSON,GB,EUR
GB0002074580,GENUS,GB,EUR
GB0002148343,RATHBONES GROUP,GB,EUR
GB0002318888,CRANSWICK,GB,EUR
GB0002349065,REA HOLDINGS,GB,EUR
GB0002374006,DIAGEO,GB,EUR
GB0002418548,ELEMENTIS,GB,EUR
GB0002634946,BAE SYSTEMS,GB,EUR
GB0002652740,DERWENT LONDON,GB,EUR
GB0002670437,DEVRO DEAD - DELIST.14/04/23,GB,EUR
GB0002869419,BIG YELLOW GROUP,GB,EUR
GB0002875804,BRITISH AMERICAN TOBACCO,GB,EUR
GB0003062816,TOWN CENTRE SECURITIES,GB,EUR
GB0003096442,RS GROUP,GB,EUR
GB0003308607,SPECTRIS DEAD - DELIST.05/12/25,GB,EUR
GB0003395000,FISHER(JAMES)& SONS,GB,EUR
GB0003452173,FIRST GROUP,GB,EUR
GB0003718474,GAMES WORKSHOP,GB,EUR
GB0003753778,GO-AHEAD GROUP DEAD - DELIST.11/10/22,GB,EUR
GB0004052071,HALMA,GB,EUR
GB0004082847,STANDARD CHARTERED,GB,EUR
GB0004161021,HAYS,GB,EUR
GB0004170089,HEADLAM GROUP,GB,EUR
GB0004270301,HILL AND SMITH,GB,EUR
GB0004478896,HUNTING,GB,EUR
GB0004544929,IMPERIAL BRANDS,GB,EUR
GB0004657408,MITIE GROUP,GB,EUR
GB0004726096,SPIRENT COMMUNICATIONS DEAD - DELIST.17/10/25,GB,EUR
GB0004866223,KELLER,GB,EUR
GB0004915632,KIER GROUP,GB,EUR
GB0005405286,HSBC HOLDINGS,GB,EUR
GB0005522007,MCKAY SECURITIES DEAD - DELIST.09/05/22,GB,EUR
GB0005576813,HOWDEN JOINERY GP.,GB,EUR
GB0005603997,LEGAL & GENERAL,GB,EUR
GB0005630420,MEARS GROUP,GB,EUR
GB0005746358,MCBRIDE,GB,EUR
GB0005758098,MEGGITT DEAD - DELIST.14/09/22,GB,EUR
GB0005790059,MENZIES (JOHN) DEAD - DELIST.05/08/22,GB,EUR
GB0006027295,MORGAN ADVANCED MRA.,GB,EUR
GB0006215205,MOBICO GROUP,GB,EUR
GB0006449366,ECORA ROYALTIES,GB,EUR
GB0006640972,4IMPRINT GROUP,GB,EUR
GB0006650450,OXFORD INSTRUMENTS,GB,EUR
GB0006731235,ASSOCIATED BRIT.FOODS,GB,EUR
GB0006776081,PEARSON,GB,EUR
GB0006825383,PERSIMMON,GB,EUR
GB0006886666,EUROMONEY INSTL.INVESTOR DEAD - DELIST.25/11/22,GB,EUR
GB0006928617,UNITE GROUP,GB,EUR
GB0006963689,PORVAIR,GB,EUR
GB0007099541,PRUDENTIAL,GB,EUR
GB0007188757,RIO TINTO,GB,EUR
GB0007323586,RENISHAW,GB,EUR
GB0007370074,RICARDO DEAD - DELIST.13/10/25,GB,EUR
GB0007388407,LIONTRUST ASSET MAN.,GB,EUR
GB0007594764,RPS GROUP DEAD - DELIST.24/01/23,GB,EUR
GB0007668071,CLOSE BROTHERS GROUP,GB,EUR
GB0007669376,ST.JAMES'S PLACE ORD,GB,EUR
GB0007689002,KIN AND CARTA DEAD - DELIST.29/04/24,GB,EUR
GB0007908733,SSE,GB,EUR
GB0007958233,SENIOR,GB,EUR
GB0007973794,SERCO GROUP,GB,EUR
GB0007980591,BP,GB,EUR
GB0008025412,SIG,GB,EUR
GB0008085614,MORGAN SINDALL GROUP,GB,EUR
GB0008220112,SMITH (DS) DEAD - DELIST.04/02/25,GB,EUR
GB0008475088,ROBERT WALTERS,GB,EUR
GB0008481250,ME GROUP INTERNATIONAL,GB,EUR
GB0008706128,LLOYDS BANKING GROUP,GB,EUR
GB0008711763,TT ELECTRONICS,GB,EUR
GB0008782301,TAYLOR WIMPEY,GB,EUR
GB0008794710,TELECOM PLUS,GB,EUR
GB0009067447,MOTHERCARE,GB,EUR
GB0009123323,ULTRA ELECTRONICS DEAD - DELIST.02/08/22,GB,EUR
GB0009223206,SMITH & NEPHEW,GB,EUR
GB0009286963,VP,GB,EUR
GB0009292243,VICTREX,GB,EUR
GB0009296665,VIDENDUM,GB,EUR
GB0009465807,WEIR GROUP,GB,EUR
GB0009633180,DECHRA PHARMACEUTICALS DEAD - DELIST.17/01/24,GB,EUR
GB0009692319,WILMINGTON,GB,EUR
GB0009697037,BABCOCK INTERNATIONAL,GB,EUR
GB0009895292,ASTRAZENECA,GB,EUR
GB0022569080,AMDOCS,US,AMER
GB0030181522,TRIBAL GROUP,GB,EUR
GB0030232317,PAGEGROUP,GB,EUR
GB0030329360,WINCANTON DEAD - DELIST.30/04/24,GB,EUR
GB0030913577,BT GROUP,GB,EUR
GB0031274896,MARKS & SPENCER GROUP,GB,EUR
GB0031348658,BARCLAYS,GB,EUR
GB0031638363,INTERTEK GROUP,GB,EUR
GB0031743007,BURBERRY GROUP,GB,EUR
GB0032089863,NEXT,GB,EUR
GB0033147751,BLOOMSBURY PBL.,GB,EUR
GB0033195214,KINGFISHER,GB,EUR
GB0033986497,ITV,GB,EUR
GB0034291418,CENTAUR MEDIA,GB,EUR
GB00B00FPT80,CHESNARA,GB,EUR
GB00B012BV22,MARSHALLS,GB,EUR
GB00B012TP20,HALFORDS GROUP,GB,EUR
GB00B019KW72,SAINSBURY J,GB,EUR
GB00B01CZ652,HORNBY DEAD - DELIST.10/04/25,GB,EUR
GB00B01QGK86,NCC GROUP,GB,EUR
GB00B02J6398,ADMIRAL GROUP,GB,EUR
GB00B033F229,CENTRICA,GB,EUR
GB00B03HDJ73,ESKEN LIMITED DEAD - DELIST.02/04/24,GB,EUR
GB00B04V1276,GRAINGER,GB,EUR
GB00B06QFB75,IG GROUP HOLDINGS,GB,EUR
GB00B0744359,ESSENTRA,GB,EUR
GB00B0744B38,BUNZL,GB,EUR
GB00B082RF11,RENTOKIL INITIAL,GB,EUR
GB00B0FYMT95,HELICAL REIT,GB,EUR
GB00B0H2K534,PETROFAC DEAD - DELIST.28/10/25,JE,Other
GB00B0KM9T71,STHREE,GB,EUR
GB00B0LCW083,HIKMA PHARMACEUTICALS,GB,EUR
GB00B0N8QD54,BRITVIC DEAD - DELIST.20/01/25,GB,EUR
GB00B0SWJX34,LONDON STOCK EXCHANGE GROUP,GB,EUR
GB00B0WMWD03,QINETIQ GROUP,GB,EUR
GB00B0YG1K06,RESTAURANT GROUP DEAD - DELIST.22/12/23,GB,EUR
GB00B128J450,IP GROUP,GB,EUR
GB00B132NW22,ASHMORE GROUP,GB,EUR
GB00B135BJ46,SAVILLS,GB,EUR
GB00B17MMZ46,LOOKERS DEAD - DELIST.09/10/23,GB,EUR
GB00B18P5K83,TOPPS TILES,GB,EUR
GB00B19Z1432,PZ CUSSONS,GB,EUR
GB00B1CL5249,LAMPRELL DEAD - DELIST.25/10/22,AE,EM
GB00B1FH8J72,SEVERN TRENT,GB,EUR
GB00B1FP6H53,MITCHELLS & BUTLERS,GB,EUR
GB00B1FW5029,HOCHSCHILD MINING,GB,EUR
GB00B1G5HX72,LSL PROPERTY SERVICES,GB,EUR
GB00B1JQDM80,MARSTON'S,GB,EUR
GB00B1KJJ408,WHITBREAD,GB,EUR
GB00B1L5QH97,RANK GROUP,GB,EUR
GB00B1P6ZR11,BROWN GROUP DEAD - DELIST.13/02/25,GB,EUR
GB00B1VNSX38,DRAX GROUP,GB,EUR
GB00B1WY2338,SMITHS GROUP,GB,EUR
GB00B1XH2C03,FERREXPO,CH,EUR
GB00B1YW4409,3I GROUP,GB,EUR
GB00B27YGJ97,SEVERFIELD,GB,EUR
GB00B2B0DG97,RELX,GB,EUR
GB00B2NGPM57,PARAGON BANKING GROUP,GB,EUR
GB00B2PDGW16,WH SMITH,GB,EUR
GB00B39J2M42,UNITED UTILITIES GROUP,GB,EUR
GB00B3CX3644,STV GROUP,GB,EUR
GB00B3DGH821,DE LA RUE ORD DEAD - DELIST.03/07/25,GB,EUR
GB00B3FLWH99,BODYCOTE,GB,EUR
GB00B41H7391,ZIGUP,GB,EUR
GB00B45C9X44,CHEMRING GROUP,GB,EUR
GB00B572ZV91,PHAROS ENERGY,GB,EUR
GB00B5N0P849,WOOD GROUP (JOHN),GB,EUR
GB00B5ZN1N88,SEGRO,GB,EUR
GB00B61TVQ02,INCHCAPE,GB,EUR
GB00B63H8491,ROLLS-ROYCE HOLDINGS,GB,EUR
GB00B63QSB39,GREGGS,GB,EUR
GB00B64NSP76,COSTAIN GROUP,GB,EUR
GB00B67G5X01,WORKSPACE GROUP,GB,EUR
GB00B6XZKY75,BARR (AG),GB,EUR
GB00B6YTLS95,STAGECOACH GROUP DEAD - DELIST.28/06/22,GB,EUR
GB00B71N6K86,EVRAZ SUSP - SUSP.06/12/23,GB,EUR
GB00B7KR2P84,EASYJET,GB,EUR
GB00B82YXW83,VESUVIUS,GB,EUR
GB00B8B4R053,STUDIO RETAIL GROUP DEAD - DELIST.25/02/22,GB,EUR
GB00B8C3BL03,THE SAGE GROUP,GB,EUR
GB00BD6K4575,COMPASS GROUP,GB,EUR
GB00BD736828,AIR PARTNER DEAD - DEAD 04/04/22,GB,EUR
GB00BDCPN049,COCA COLA EUROPACIFIC PARTNERS,GB,EUR
GB00BDFBVT43,OXFORD BIOMEDICA,GB,EUR
GB00BDR05C01,NATIONAL GRID,GB,EUR
GB00BF044593,CLS HOLDINGS,GB,EUR
GB00BF5H9P87,GREAT PORTLAND ESTATES,GB,EUR
GB00BF8Q6K64,ABERDEEN GROUP,GB,EUR
GB00BG11K365,REDROW DEAD - DELIST.23/08/24,GB,EUR
GB00BGDT3G23,RIGHTMOVE,GB,EUR
GB00BGLP8L22,IMI,GB,EUR
GB00BH4HKS39,VODAFONE GROUP,GB,EUR
GB00BHJYC057,ICTL.HTLS.GP.,GB,EUR
GB00BJ1F4N75,MICRO FOCUS INTL. DEAD - DELIST.01/02/23,GB,EUR
GB00BJFFLV09,CRODA INTERNATIONAL,GB,EUR
GB00BJQZC279,DAILY MAIL 'A' DEAD - DELIST.10/01/22,GB,EUR
GB00BJT0FF39,RM,GB,EUR
GB00BK9RKT01,TRAVIS PERKINS,GB,EUR
GB00BKP36R26,HYVE GROUP DEAD - DELIST.23/05/23,GB,EUR
GB00BKY40Q38,GALLIFORD TRY,GB,EUR
GB00BL6XZ716,CAPITAL & REGIONAL DEAD - DELIST.11/12/24,GB,EUR
GB00BLGZ9862,TESCO,GB,EUR
GB00BM8PJY71,NATWEST GROUP,GB,EUR
GB00BM8Q5M07,JD SPORTS FASHION,GB,EUR
GB00BMJ6DW54,INFORMA,GB,EUR
GB00BMXNWH07,NOBLE CORPORATION,US,AMER
GB00BN7SWP63,GLAXOSMITHKLINE,GB,EUR
GB00BNGDN821,MELROSE INDUSTRIES,GB,EUR
GB00BNNTLN49,PENNON GROUP,GB,EUR
GB00BNR4T868,RENEWI DEAD - DELIST.09/06/25,GB,EUR
GB00BP6MXD84,SHELL,GB,EUR
GB00BP92CJ43,TATE & LYLE,GB,EUR
GB00BP9LHF23,SCHRODERS,GB,EUR
GB00BPQY8M80,AVIVA,GB,EUR
GB00BRB37M78,DIGNITY DEAD - DELIST.25/05/23,GB,EUR
GB00BRKD9Z53,MJ GLEESON,GB,EUR
GB00BV9FP302,COMPUTACENTER,GB,EUR
GB00BVFNZH21,ROTORK,GB,EUR
GB00BWFGQN14,SPIRAX GROUP,GB,EUR
GB00BYQ0JC66,BEAZLEY,GB,EUR
GB00BYRJ5J14,PRIMARY HEALTH PROPS.,GB,EUR
GB00BYT1DJ19,ICG,GB,EUR
GB00BYW0PQ60,LAND SECURITIES GROUP,GB,EUR
GB00BYYTFB60,HOMESERVE DEAD - DELIST.05/01/23,GB,EUR
GB00BYZN9041,FUTURE,GB,EUR
GB00BZ4BQC70,JOHNSON MATTHEY,GB,EUR
GI000A0F6407,EVOKE,GI,Other
GRS003003035,NATIONAL BK.OF GREECE,GR,EM
GRS004013009,BANK OF GREECE,GR,EM
GRS260333000,HELLENIC TELECOM.ORG.,GR,EM
GRS298343005,HELLENIQ ENERGY HOLDINGS,GR,EM
GRS314003013,MIG HOLIDINGS,GR,EM
GRS419003009,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,GR,EM
GRS434003000,PUBLIC POWER,GR,EM
HK0000049939,CHINA UNICOM (HONG KONG),HK,PAC
HK0000055878,CHINA TAIPING INSURANCE HLDGS,HK,PAC
HK0000139300,TELEVISION BROADCASTS,HK,PAC
HK0000592854,SHOUCHENG HOLDINGS,HK,PAC
HK0000608585,NEW WORLD DEVELOPMENT COMPANY,HK,PAC
HK0000745908,YUEXIU PROPERTY COMPANY,HK,PAC
HK0002007356,CLP HOLDINGS,HK,PAC
HK0003000038,HONG KONG AND CHINA GAS,HK,PAC
HK0004000045,WHARF HOLDINGS,HK,PAC
HK0006000050,POWER ASSETS HOLDINGS,HK,PAC
HK0008011667,PCCW,HK,PAC
HK0010000088,HANG LUNG GROUP,HK,PAC
HK0011000095,HANG SENG BANK DEAD - DELIST.28/01/26,HK,PAC
HK0012000102,HENDERSON LD.DEV.,HK,PAC
HK0014000126,HYSAN DEVELOPMENT,HK,PAC
HK0016000132,SUN HUNG KAI PROPERTIES,HK,PAC
HK0019000162,SWIRE PACIFIC 'A',HK,PAC
HK0023000190,BANK OF EAST ASIA,HK,PAC
HK0066009694,MTR,HK,PAC
HK0083000502,SINO LAND,HK,PAC
HK0101000591,HANG LUNG PROPERTIES,HK,PAC
HK0144000764,CHINA MERCHANTS PORT HOLDINGS,HK,PAC
HK0165000859,CHINA EVERBRIGHT,HK,PAC
HK0200030994,MELCO INTL.DEV.,HK,PAC
HK0242001243,SHUN TAK HOLDINGS,HK,PAC
HK0267001375,CITIC,CN,EM
HK0270001396,GUANGDONG INVESTMENT,HK,PAC
HK0291001490,CHINA RESOURCES BEER HOLDINGS,HK,PAC
HK0293001514,CATHAY PACIFIC AIRWAYS,HK,PAC
HK0308001558,CTII.INTL.INV.HK.,HK,PAC
HK0363006039,SHANGHAI INDUSTRIAL HOLDINGS,HK,PAC
HK0388045442,HONG KONG EXCHANGES AND CLEARING,HK,PAC
HK0392044647,BEIJING ENTERPRISES HOLDINGS,HK,PAC
HK0440001847,DAH SING FINANCIAL HDG.,HK,PAC
HK0688002218,CHINA OVERSEAS LAND INVESTMENT,HK,PAC
HK0823032773,LINK REAL ESTATE INVESTMENT TRUST,HK,PAC
HK0836012952,CHINA RESOURCES POWER,HK,PAC
HK0883013259,CNOOC,CN,EM
HK0941009539,CHINA MOBILE,CN,EM
HK0992009065,LENOVO GROUP,CN,EM
HK2380027329,CHIN.PWR.INTDVT.,HK,PAC
HK2388011192,BOC HONG KONG HOLDINGS,HK,PAC
HU0000061726,OTP BANK,HU,EM
HU0000073507,MAGYAR TKOM.TELECOM.,HU,EM
HU0000123096,RICHTER GEDEON,HU,EM
HU0000153937,MOL MAGYAR OLAJ-ES GAZIPARI,HU,EM
ID1000053705,MEDCO ENERGI INTL.,ID,EM
ID1000057003,INDOFOOD SUKSES MAKMUR,ID,EM
ID1000061302,ICT.TUNGGAL PRAKARSA,ID,EM
ID1000066004,ASTRA AGRO LESTARI,ID,EM
ID1000068604,GUDANG GARAM,ID,EM
ID1000092703,BANK PAN INDONESIA,ID,EM
ID1000094006,BUKIT ASAM,ID,EM
ID1000094204,BANK DANAMON INDONESIA SERIES A,ID,EM
ID1000095003,BANK MANDIRI,ID,EM
ID1000095706,UNILEVER INDONESIA,ID,EM
ID1000096605,BANK NEGARA INDONESIA,ID,EM
ID1000097405,INDOSAT,ID,EM
ID1000099302,BANK MAYBANK INDONESIA,ID,EM
ID1000105604,GLOBAL MEDIACOM,ID,EM
ID1000106602,ANEKA TAMBANG,ID,EM
ID1000106800,SEMEN INDONESIA (PERSERO),ID,EM
ID1000108509,INDO TAMBANGRAYA MEGAH,ID,EM
ID1000108905,LIPPO KARAWACI,ID,EM
ID1000109309,VALE INDONESIA,ID,EM
ID1000109507,BANK CENTRAL ASIA,ID,EM
ID1000110000,BAKRIE & BROTHERS,ID,EM
ID1000111602,PERUSAHAAN GAS NEGARA,ID,EM
ID1000118201,BANK RAKYAT INDONESIA,ID,EM
ID1000122807,ASTRA INTERNATIONAL,ID,EM
ID1000125107,KALBE FARMA,ID,EM
ID1000129000,TELEKOMUNIKASI INDONESIA (PERSERO),ID,EM
IE0001827041,CRH PUBLIC LIMITED,IE,EUR
IE0002424939,DCC,IE,EUR
IE0003864109,GREENCORE GROUP,IE,EUR
IE0004906560,KERRY GROUP 'A',IE,EUR
IE0004927939,KINGSPAN GROUP,IE,EUR
IE00B00MZ448,GRAFTON GROUP,IE,EUR
IE00B010DT83,C&C GROUP,IE,EUR
IE00B4BNMY34,ACCENTURE CLASS A,IE,EUR
IE00B8KQN827,EATON,IE,EUR
IE00BD1RP616,BANK OF IRELAND GROUP,IE,EUR
IE00BDB6Q211,WILLIS TOWERS WATSON,GB,EUR
IE00BF0L3536,AIB GROUP,IE,EUR
IE00BGH1M568,PERRIGO,IE,EUR
IE00BJ3V9050,ENDO INTERNATIONAL DEAD - DELIST.02/05/24,IE,EUR
IE00BK9ZQ967,TRANE TECHNOLOGIES,IE,EUR
IE00BKVD2N49,SEAGATE TECHNOLOGY HOLDINGS,SG,PAC
IE00BLP1HW54,AON CLASS A,IE,EUR
IE00BLS09M33,PENTAIR,GB,EUR
IE00BTN1Y115,MEDTRONIC,IE,EUR
IE00BWB8X525,PERMANENT TSB GHG.,IE,EUR
IE00BWT6H894,FLUTTER ENTERTAINMENT,US,AMER
IE00BY7QL619,JOHNSON CONTROLS INTL.,IE,EUR
IE00BYTBXV33,RYANAIR HOLDINGS,IE,EUR
IL0002300114,BEZEQ ISRAELI TELECOMMUNICATION,IL,EUR
IL0002730112,NICE,IL,EUR
IL0002810146,ICL GROUP,IL,EUR
IL0005760173,ISRAEL CORPORATION LTD.,IL,EUR
IL0005930388,FIRST INTL.BK.OF ISR.,IL,EUR
IL0006046119,LEUMI LTD.,IL,EUR
IL0006625771,BANK HAPOALIM B M LTD.,IL,EUR
IL0006954379,MIZRAHI TEFAHOT LTD.,IL,EUR
IL0010811243,ELBIT SYSTEMS,IL,EUR
IL0010824113,CHECK POINT SFTW.TECHS.,IL,EUR
IL0010841281,DELEK GROUP,IL,EUR
IL0010849045,BATM ADVANCED COMMS.,IL,EUR
IL0010943905,AMIAD WATER SYSTEMS,IL,EUR
IL0011015349,CELLCOM,IL,EUR
INE001A01036,HOUSING DEVELOPMENT FINANCE CORPORATION,IN,EM
INE002A01018,RELIANCE INDUSTRIES,IN,EM
INE003A01024,SIEMENS,IN,EM
INE008A01015,IDBI BANK,IN,EM
INE009A01021,INFOSYS,IN,EM
INE012A01025,ACC,IN,EM
INE013A01015,RELIANCE CAPITAL DEAD - DELIST.13/02/25,IN,EM
INE016A01026,DABUR INDIA,IN,EM
INE018A01030,LARSEN & TOUBRO,IN,EM
INE019A01038,JSW STEEL,IN,EM
INE021A01026,ASIAN PAINTS,IN,EM
INE028A01039,BANK OF BARODA,IN,EM
INE029A01011,BHARAT PETROLEUM (NSE),IN,EM
INE030A01027,HINDUSTAN UNILEVER,IN,EM
INE036A01016,RELIANCE INFRASTRUCTURE,IN,EM
INE038A01020,HINDALCO INDUSTRIES,IN,EM
INE040A01034,HDFC BANK,IN,EM
INE040H01021,SUZLON ENERGY,IN,EM
INE043D01016,IDFC DEAD - DELIST.11/10/24,IN,EM
INE044A01036,SUN PHARM.INDUSTRIES,IN,EM
INE047A01021,GRASIM INDUSTRIES,IN,EM
INE053A01029,INDIAN HOTELS,IN,EM
INE059A01026,CIPLA,IN,EM
INE062A01020,STATE BANK OF INDIA,IN,EM
INE067A01029,CG POWER AND INDUSTRIAL SOLUTIONS,IN,EM
INE075A01022,WIPRO,IN,EM
INE079A01024,AMBUJA CEMENTS,IN,EM
INE081A01020,TATA STEEL (NSE),IN,EM
INE084A01016,BANK OF INDIA,IN,EM
INE090A01021,ICICI BANK,IN,EM
INE094A01015,HINDUSTAN PETROLEUM,IN,EM
INE101A01026,MAHINDRA & MAHINDRA,IN,EM
INE103A01014,MNGL.REF.& PETROCHEM.,IN,EM
INE111A01025,CONTAINER CORP.OF INDIA,IN,EM
INE114A01011,STEEL AUTHORITY OF INDIA,IN,EM
INE117A01022,ABB INDIA,IN,EM
INE129A01019,GAIL (INDIA),IN,EM
INE134E01011,POWER FINANCE,IN,EM
INE139A01034,NATIONAL ALUMINIUM,IN,EM
INE140A01024,PIRAMAL ENTERPRISES DEAD - DELIST.24/09/25,IN,EM
INE151A01013,TATA COMMUNICATIONS,IN,EM
INE152A01029,THERMAX,IN,EM
INE154A01025,ITC,IN,EM
INE155A01022,TATA MOTORS PASSENGER VEHICLES,IN,EM
INE158A01026,HERO MOTOCORP,IN,EM
INE159A01016,GLAXOSMITHKLINE PHARMS.,IN,EM
INE160A01022,PUNJAB NATIONAL BANK,IN,EM
INE191I01012,HOUSING DEV.&.INFR.,IN,EM
INE205A01025,VEDANTA,IN,EM
INE208A01029,ASHOK LEYLAND,IN,EM
INE213A01029,OIL & NATURAL GAS,IN,EM
INE216A01030,BRITANNIA INDS.,IN,EM
INE238A01034,AXIS BANK (NSE),IN,EM
INE242A01010,INDIAN OIL (NSE),IN,EM
INE245A01021,TATA POWER,IN,EM
INE256A01028,ZEE ENTERTAINMENT ENTS.,IN,EM
INE257A01026,BHARAT HEAVY ELS.,IN,EM
INE259A01022,COLGATE-PALMOLIVE INDIA,IN,EM
INE263A01024,BHARAT ELECTRONICS,IN,EM
INE267A01025,HINDUSTAN ZINC,IN,EM
INE298A01020,CUMMINS INDIA,IN,EM
INE302A01020,EXIDE INDUSTRIES,IN,EM
INE330H01018,RELIANCE COMMUNICATIONS,IN,EM
INE347G01014,PETRONET L N G,IN,EM
INE361B01024,DIVIS LABORATORIES,IN,EM
INE397D01024,BHARTI AIRTEL,IN,EM
INE423A01024,ADANI ENTERPRISES,IN,EM
INE424H01027,SUN TV NETWORK,IN,EM
INE455F01025,JAIPRAKASH ASSOCIATES,IN,EM
INE465A01025,BHARAT FORGE,IN,EM
INE467B01029,TATA CONSULTANCY SVS.,IN,EM
INE481G01011,ULTRATECH CEMENT,IN,EM
INE585B01010,MARUTI SUZUKI INDIA,IN,EM
INE589A01014,NLC INDIA,IN,EM
INE628A01036,UPL,IN,EM
INE669C01036,TECH MAHINDRA,IN,EM
INE669E01016,VODAFONE IDEA,IN,EM
INE686F01025,UNITED BREWERIES,IN,EM
INE692A01016,UNION BANK OF INDIA,IN,EM
INE694A01020,UNITECH,IN,EM
INE733E01010,NTPC,IN,EM
INE742F01042,ADANI PORTS AND SEZ.,IN,EM
INE749A01030,JINDAL STEEL,IN,EM
INE752E01010,POWER GRID CORPORATION OF INDIA,IN,EM
INE836F01026,DISH TV INDIA,IN,EM
INE854D01024,UNITED SPIRITS,IN,EM
INE881D01027,ORACLE FINL.SVS.SFTW.,IN,EM
INE917I01010,BAJAJ AUTO,IN,EM
INE935A01035,GLENMARK PHARMACEUTICALS,IN,EM
IT0000062072,GENERALI,IT,EUR
IT0000062957,MEDIOBANCA BC.FIN,IT,EUR
IT0000066123,BPER BANCA,IT,EUR
IT0000072618,INTESA SANPAOLO,IT,EUR
IT0000784154,CATTOLICA ASSICURAZIONI DEAD - DELIST.12/08/22,IT,EUR
